CreditScore,Age,AnnualIncome,DebtToIncomeRatio,LoanAmount
407,43,56051,0.84,7575
666,35,35909,0.12,31123
580,26,97338,0.21,5843
427,55,93432,0.04,28451
528,40,48133,0.14,8739
410,38,99062,0.92,15852
435,18,162350,0.46,10157
661,38,131546,0.08,23406
485,44,71458,0.96,48284
428,59,75415,0.88,46200
560,23,74160,0.75,8432
814,61,74399,0.93,19837
748,53,45298,0.22,16148
403,45,173263,0.84,12194
782,62,184164,0.69,33591
523,34,109407,0.87,15819
790,57,82513,0.8,7625
772,69,71097,0.35,8404
309,20,181351,0.77,15674
704,29,165476,0.26,11507
601,56,55198,0.33,21387
530,29,69997,0.11,19697
365,19,151639,0.94,38391
411,63,22179,0.29,20547
312,39,22019,0.52,24570
692,40,101455,0.39,40783
799,47,169776,0.96,29037
533,22,169102,0.34,31083
613,26,146883,0.78,49029
311,38,89445,0.86,41550
508,28,93551,0.44,38982
313,22,23420,0.38,40706
717,52,79875,0.75,3988
736,44,198725,0.91,6156
676,66,36740,0.75,39280
319,19,85263,0.23,10788
369,41,125789,0.89,15185
510,48,39465,0.39,19734
400,50,24131,0.58,10971
431,56,30652,0.83,44408
680,47,198219,0.19,7487
431,63,67671,0.78,21997
319,54,109342,0.6,47456
835,68,39171,0.89,13452
526,45,78541,0.17,16372
453,48,29470,0.42,45767
768,28,64308,0.83,14434
704,40,172398,0.02,13416
501,19,155669,0.11,20248
337,57,122840,0.99,47713
487,58,181860,0.28,29194
356,44,69477,0.98,34785
319,52,128261,0.18,38458
572,19,122466,0.36,9373
418,56,53071,0.75,31283
815,54,90560,0.66,30415
520,38,182842,0.58,27414
825,22,96762,0.53,15378
814,69,186471,0.84,19336
635,62,195487,0.23,5700
354,38,163641,0.44,14901
799,46,22369,0.16,25838
835,37,129963,0.6,23597
461,55,20528,0.25,34428
458,37,128806,0.33,41149
487,67,181386,0.47,36687
359,42,122979,0.03,30493
618,19,169119,0.09,32852
510,49,39748,0.69,11932
705,43,55109,0.43,24009
408,23,33919,0.86,34583
375,58,67498,0.69,48278
841,20,75808,0.01,28994
613,50,90441,0.62,30865
416,18,133843,0.09,13289
318,68,94420,0.78,29293
731,22,179978,0.99,5734
649,30,127447,0.53,21013
482,36,86896,0.68,36521
412,29,123431,0.24,7505
482,65,173018,0.44,45327
780,42,67020,0.86,48673
445,68,42161,0.17,5685
412,52,47738,0.27,19409
775,29,154997,0.45,20517
602,47,159535,0.71,45533
417,22,77153,0.38,31475
460,51,81009,0.93,37989
700,39,107938,0.09,16327
497,56,119546,0.37,4671
559,30,192624,0.71,5941
346,64,76271,0.23,27372
698,20,29797,0.66,13466
377,37,106130,0.16,19286
423,48,91942,0.06,45959
374,22,138065,0.12,5588
436,41,33965,0.93,29080
699,57,33733,0.55,25544
804,50,147182,0.8,11811
799,25,177998,0.33,19733
437,41,179855,0.59,41696
349,67,103360,0.49,49093
553,37,187466,0.95,40888
725,33,128378,0.75,48042
846,67,48287,0.73,31059
601,69,102104,0.05,38487
648,29,181508,0.55,41849
348,30,106916,0.47,15550
373,62,23188,0.93,11864
560,59,111205,0.26,26394
655,56,117349,0.27,20061
559,42,157837,0.41,13624
594,63,161879,0.24,25934
612,49,30204,0.13,4361
481,41,62120,0.86,14707
663,65,122903,0.56,2924
487,64,173730,0.86,30487
842,61,57081,0.83,13647
847,26,54986,0.28,32734
707,57,99322,0.55,30018
713,67,114819,0.08,22627
641,40,150015,0.92,22031
519,67,70304,0.4,40449
462,30,85592,0.39,3701
519,49,78548,0.3,47943
569,67,118447,0.46,43890
699,32,59986,0.25,17719
481,53,94095,0.37,10718
504,66,111594,0.8,1056
527,22,108281,0.83,47741
549,39,86151,0.3,16352
740,33,93598,0.47,48820
832,58,48214,0.87,4147
495,27,58745,0.05,4537
818,41,193620,0.89,23812
369,35,161753,0.22,1721
698,66,158056,0.68,46037
502,35,178651,0.58,17769
447,24,110810,0.55,41194
771,21,178471,0.86,47556
498,43,182553,0.1,47775
725,22,20944,0.35,44847
791,33,113993,0.54,15346
441,52,29114,0.81,40883
612,43,59846,0.22,11911
464,35,52596,0.8,1259
613,46,124087,0.4,21872
320,40,26907,0.19,9791
381,31,179186,0.76,8536
430,32,45009,0.09,21432
604,66,104846,0.51,33750
670,50,70241,0.06,42715
683,42,186797,0.36,45537
744,38,38996,0.6,20541
724,34,157119,0.56,44718
460,40,48767,0.4,17860
477,60,36347,0.43,6283
789,34,122063,0.23,31743
626,31,44102,0.46,43559
588,46,24263,0.95,36127
653,37,128585,0.85,8405
327,47,87438,0.15,32181
342,36,116359,0.03,33205
722,56,181612,0.93,25408
476,30,150251,0.53,18645
828,35,191915,0.54,48125
793,40,47690,0.78,7323
497,63,22994,0.31,6937
816,50,123533,0.48,44798
813,56,87546,0.97,31431
321,57,158449,0.67,18882
411,35,98572,0.15,26324
356,26,46467,0.13,14003
365,50,151120,0.2,44346
397,49,188050,0.77,26106
443,34,67606,0.3,13979
734,36,118112,0.02,35977
385,44,93414,0.94,45828
643,23,113145,0.17,8228
593,52,68115,0.01,10300
542,54,109606,0.24,9681
331,51,60647,0.24,41964
690,37,74607,0.42,9267
576,42,41996,0.92,6372
831,21,103697,0.88,39918
453,27,66022,0.46,11920
682,27,60148,0.41,49769
367,41,87764,0.56,17856
513,38,111901,0.24,28785
675,28,110724,0.05,48915
512,44,144766,0.94,18221
378,33,28888,0.19,26178
680,43,190231,0.2,34954
357,47,193269,0.47,7461
325,66,118941,0.49,18865
746,33,175546,0.02,45232
365,24,37333,0.15,15052
553,33,56355,0.38,31370
343,52,149686,0.68,8332
396,33,182217,0.23,1327
526,57,123170,0.42,23765
735,29,95675,0.56,6239
678,52,87664,0.89,11078
477,66,106153,0.33,8038
726,38,113616,0.13,9048
606,67,55285,0.49,29671
803,60,168605,0.75,15954
567,53,183696,0.11,36065
307,65,66996,0.42,46471
807,34,66947,0.02,3779
775,49,179028,0.03,47474
596,58,71030,0.48,14225
463,23,62443,0.3,41086
784,41,148344,0.85,33541
371,44,85464,0.6,20720
537,37,148019,0.45,14531
403,42,155024,0.41,6335
509,19,140454,0.5,10530
767,26,144444,0.04,25791
753,45,132175,0.89,41270
567,55,62460,1,2649
685,20,173868,0.18,14472
686,37,182818,0.12,3862
558,23,20015,0.14,26185
582,56,69757,0.66,28134
339,50,177029,0.66,1917
785,18,101541,0.85,13444
519,54,41292,0.75,42121
428,23,142694,0.45,21521
819,62,182948,0.61,39217
559,51,67046,0.69,23066
665,64,34817,0.51,3811
843,32,29759,0.48,37189
823,62,199504,0.65,10290
315,43,26412,0.56,36489
428,31,40504,0.64,28284
408,24,128500,0.61,25698
832,63,28507,0.72,44660
568,48,41050,0.64,20637
461,41,155892,0.52,49024
559,48,158907,0.68,34556
401,46,120153,0.45,17640
805,59,33587,0.24,5025
546,49,77732,0,32476
836,34,71921,0.56,7741
430,31,196571,0.59,4654
652,57,137734,0.97,47348
495,53,150104,0.36,41428
681,65,157912,0.39,37019
526,41,51440,0.2,39036
775,62,55183,0.07,45549
776,44,116172,0.77,30843
564,42,153461,0.25,24560
671,49,134515,0.61,47257
785,69,143183,0.69,48899
733,35,86299,0.47,41330
510,63,135503,0.88,16987
676,35,59023,0.44,21810
694,54,59941,0.28,21311
749,43,141677,0.9,48159
663,26,96054,0.86,35920
756,52,85363,0.16,9738
525,25,81742,0.03,8888
430,37,65215,0.09,43864
775,59,67857,0.29,6474
576,39,75476,0.97,1488
455,36,179245,0.56,25144
517,47,160467,0.37,6622
489,45,79768,0.89,32830
716,52,123591,0.45,37542
845,60,66229,0.32,40214
340,28,177711,0.94,28648
606,48,131706,0.85,33697
637,66,82583,0.84,26223
613,65,179996,0.51,22865
374,56,146011,0.79,9572
578,53,50104,0.18,41601
475,47,57594,0.57,44026
572,40,23664,0.98,24501
588,36,30528,0.29,27866
571,29,179262,0.79,13416
365,32,148404,0.49,26775
782,48,52899,0.04,30080
547,60,90979,0.76,5887
455,54,37241,0.17,20374
346,54,66211,0.63,17605
753,32,83472,0.09,16684
500,46,51346,0.95,25002
423,67,101196,0.29,27015
300,60,124451,0.23,23972
490,43,122908,0.13,1617
815,61,193292,0.95,47404
741,19,169014,0.71,36338
442,37,69167,0.74,7309
490,32,56373,0.5,20139
832,69,87143,0.47,3790
526,21,140623,0.11,8826
612,39,130013,0.56,13134
601,67,22016,0.25,20693
759,55,89110,0.98,5054
700,40,197381,0.8,17090
692,43,27274,0.41,24808
506,68,35748,0.15,41449
509,28,171247,0.79,16569
414,45,31826,0.12,33227
550,19,103008,0.19,7508
518,25,149288,0.21,17608
706,46,185201,0.56,24523
742,28,174562,0.79,11433
653,54,125623,0.31,32939
849,35,192507,0.08,46112
441,67,159592,0.46,25520
800,31,103106,0.75,12888
846,27,170870,0.22,31932
841,52,74638,0.22,20734
806,26,89072,0.95,4827
580,52,87309,0.95,17257
723,28,180966,0.99,33194
569,61,144724,0.81,32318
453,29,147843,0.19,17793
382,20,55326,0.21,35684
725,56,25079,0.34,29014
574,31,176910,0.32,3859
583,45,141412,0.96,40840
472,28,107340,0.79,32856
626,56,198181,0.72,49291
362,42,105211,0.19,35819
372,38,176666,0.91,21085
674,27,62749,0.83,9214
807,60,187364,0.16,36736
697,32,138192,0.87,42704
419,36,94534,0.27,1601
736,65,99233,0.08,25318
764,39,71818,0.66,16451
585,38,131910,0.65,47025
564,69,33429,0.09,6274
619,61,77748,0.32,19226
675,49,68807,0.99,44634
388,67,27140,0.68,31926
502,40,83226,0.73,46136
633,30,165973,0.21,20046
521,22,108815,0.08,9674
340,21,48525,0.28,20023
367,45,40491,0.25,22910
813,31,186052,0.23,49230
426,25,28078,0.19,12503
554,26,111654,0.57,49392
315,68,149101,0.33,48138
776,52,199776,0.82,6368
361,54,36997,0.18,24527
731,38,151940,0.46,46335
567,35,177470,0.01,23487
334,50,117356,0.48,37593
793,25,133711,0.06,11391
768,68,41246,0.98,10874
624,66,171633,0.79,4608
603,34,167326,0.49,31451
575,60,54512,0.09,40646
500,48,77865,0.59,34786
744,51,174652,0.76,28546
623,23,123393,0.19,43378
334,39,92144,0.57,36268
781,31,193557,0.81,3667
779,20,137363,0.77,43346
364,29,70665,0.8,6230
307,53,172110,0.88,26720
600,29,113542,0.94,44023
642,62,121311,0.41,38602
730,19,34325,0.57,2546
723,19,186964,0.79,16050
631,32,152825,0.7,48817
737,40,169068,1,31134
473,46,88811,0.01,16640
826,34,196283,0.36,21828
325,49,136737,0.28,15284
705,24,20824,0.26,4423
531,47,164952,0.22,29577
832,45,137718,0.71,20070
849,31,86617,0.08,3332
804,61,31517,0.74,7066
478,47,172755,0.69,19040
431,34,167948,0.25,39806
754,49,123068,0.25,9583
647,63,135016,0.63,39057
839,23,29982,0.76,23604
705,68,177670,0.88,27564
375,41,165711,0.85,34064
791,23,90210,0.96,23857
493,44,89852,0.58,29941
461,35,133618,0.91,38962
646,41,29695,0.81,39573
660,54,68582,0.89,46565
386,41,51094,0.01,26692
561,55,42187,0.97,17879
513,51,138013,0.47,36763
561,57,148721,0.8,17477
582,64,126683,0.13,46680
766,32,21214,0.4,7393
679,28,43940,0.27,34488
661,39,64406,0.29,22459
748,41,194553,0.12,40093
740,18,167049,0.81,13554
392,35,195911,0.01,38867
723,61,78414,0.31,13568
441,29,121440,0.17,37794
590,60,176610,0.59,46015
731,45,123569,0.25,6057
348,57,80481,0.26,18490
601,24,47740,0.49,6305
489,40,83328,0.65,33740
435,38,31881,0.12,45682
703,51,56996,0.18,25118
640,28,183249,0.25,7674
617,39,142196,0.97,43331
662,59,57177,0.4,25998
681,52,86126,0.6,16316
532,69,76531,0.24,17217
643,46,46119,0.49,3005
848,59,137744,0.07,46509
828,45,136894,0.03,15602
482,35,178987,0.47,22645
340,31,153780,0.4,46371
696,35,189821,0.14,14987
793,45,64989,0.69,14543
632,41,42106,0.99,28944
426,25,37131,0.4,10144
300,59,66553,0.62,44882
467,62,26553,0.96,39459
318,25,37881,0.83,40827
631,21,21379,0.46,31741
755,44,110791,0.74,5479
408,53,125664,0.13,5198
567,22,89306,0.51,10091
744,50,170798,0.28,48836
539,66,160160,0.16,5205
600,51,185386,0.43,4641
402,47,124512,0.13,4543
549,25,36350,0.7,49192
752,56,119599,0.46,6591
819,64,101397,0.53,45601
452,43,99509,0.15,30341
473,54,37769,0.14,30055
642,51,198321,0.58,7116
730,24,121584,0.99,1761
623,57,66365,0.1,3407
719,45,70185,0.29,32594
784,56,153858,0.87,1885
711,56,146525,0.07,33195
383,45,152692,0.88,36411
412,31,56303,0.52,28819
631,67,39589,0.41,12125
677,55,22882,0.31,22494
340,21,149236,0.3,35236
404,59,175596,0.31,25585
501,35,29745,0.88,23045
749,61,35861,0.72,23447
565,65,111707,0.67,47134
509,42,74261,0.8,40783
417,24,153909,0.26,27238
676,55,94135,0.62,40091
839,45,74380,0.46,42703
383,22,106089,0.78,36196
753,20,125025,0.31,12685
813,61,189327,0.64,13738
686,48,180592,0.88,43076
649,64,180613,0.4,49647
595,59,178422,0.07,16772
557,37,64397,0.52,11633
380,36,97085,0.35,24492
567,65,83865,0.67,44961
718,28,75956,0.95,49049
534,57,178525,0.49,37855
610,20,120727,0.47,7228
656,40,163978,0.65,3831
512,24,34988,0.1,21045
348,40,178795,0.25,19132
426,24,53800,0.92,12055
522,63,190179,0.67,25318
578,51,178502,0.01,14795
707,59,183607,0.2,41320
804,36,107329,0.68,20648
593,26,72284,0.76,23158
576,65,76232,0.84,22747
737,68,64420,0.29,24234
406,35,57710,0.93,48373
719,58,112035,0.55,32560
728,65,191570,0.7,12282
674,62,51283,0.6,34831
372,59,45968,0.12,24043
329,42,82508,0.96,47112
487,69,133435,0.12,21929
663,31,105366,0.25,49666
750,61,25738,0.81,36500
494,42,23098,0.62,2872
455,36,115424,0.84,38488
471,56,98672,0.52,2969
340,32,58244,0.38,26460
362,33,159325,0.92,13155
322,44,74333,0.04,12870
659,57,145349,0.86,29392
374,27,70969,0.23,4717
417,21,110744,0.85,2374
679,68,137286,0.14,22826
589,36,195483,0.58,9679
739,45,95028,0.89,14427
306,38,55421,0.47,24564
495,64,152526,0.75,35708
720,31,168594,0.8,36135
492,50,58575,0.74,45196
447,65,23192,0.93,25271
501,27,131116,0.45,17631
743,36,147874,0.17,20887
718,47,101311,0.05,26259
726,39,161474,0.25,33396
778,20,100781,0.14,20144
774,54,56527,0.56,13655
425,58,72181,0.18,41736
694,35,111472,0.04,21836
624,28,178074,0.04,48511
691,65,101219,0.83,2368
739,19,163532,0.59,35994
503,29,139783,0.36,45456
785,23,181554,0.89,37380
330,60,167519,0.07,13199
687,57,199300,0.98,43802
733,61,103265,0.62,12569
675,46,70126,0.18,34827
643,47,40545,0.68,32182
742,19,75114,0.76,14115
374,26,113740,0.43,22649
454,64,33890,0.86,19195
729,19,141284,0.15,31596
662,46,72482,0.28,35961
747,50,152812,0.09,28003
533,27,181193,0.21,17551
561,51,162290,0.24,49896
424,61,91591,0.92,24826
544,25,108241,0.08,37950
841,54,54722,0.43,25729
784,50,69431,0.53,4868
421,64,62000,0.9,42274
424,23,91975,1,39718
848,61,50921,0.75,33353
469,57,119265,0.97,42682
423,62,108747,0.79,31653
334,36,181686,0.96,15141
386,49,37601,0.71,12537
500,44,113332,0.08,31401
668,18,143254,0.4,28387
376,60,171586,0.65,17154
358,69,139004,0.35,36077
730,50,167364,0.27,7630
799,57,182582,0.58,44461
408,49,48000,0.93,15778
577,22,150439,0.03,45293
367,34,139277,0.77,24070
368,25,50383,0.72,14416
464,59,162857,0.96,26399
788,51,60910,0.93,9629
604,26,190100,0.76,9360
664,40,175927,0.52,13011
678,52,44281,0.2,41721
642,67,133838,0.55,37069
653,24,24841,0.77,12227
715,32,117204,0.9,40587
408,37,80155,0.79,45550
796,67,177990,0.2,3769
640,42,76313,0.6,11492
682,20,131688,0.33,4345
832,63,168515,0.01,3665
599,41,183322,0.2,25807
438,51,152994,0.11,44552
658,63,51976,0.84,13366
798,39,163063,0.26,10325
684,28,124405,0.28,6440
579,65,73744,0.96,29222
782,25,173805,0.38,27951
410,56,22473,0.01,40878
438,60,159180,0.28,21264
734,52,48715,0.12,20121
808,66,183282,0.1,19815
572,63,57317,0.08,45263
398,55,85516,0.59,31311
403,25,184434,0.19,43397
513,54,74604,0.36,20749
464,44,24889,0.86,30218
819,45,93748,0.42,16533
583,57,51971,0.92,45133
816,51,70551,0.5,45867
463,49,154273,0.4,2316
363,32,128957,0.75,38972
390,61,109882,0.07,22388
416,34,57958,0.09,14512
566,50,25681,0.65,1684
439,64,121982,0.49,28164
545,63,66870,0.79,40208
694,69,148396,0.92,12735
786,33,87203,0.39,36855
775,46,179224,0.6,43635
816,26,70061,0.5,39546
483,50,78235,0.98,49797
319,66,57890,0.83,9079
823,46,110073,0.91,23412
828,30,81401,0.25,36862
446,38,31217,0.77,20191
603,38,68351,0.27,15821
527,22,53741,0.21,8582
401,27,171726,0.94,10012
716,23,21408,0.02,34655
515,68,62903,0.97,45688
706,30,127042,0.15,39783
698,18,152290,0.82,15530
798,37,142189,0.28,21377
764,64,129268,0.35,46221
381,63,50105,0.22,22653
664,25,89634,0.59,41276
462,27,137426,0.35,21380
347,26,158691,0.66,1556
810,66,163011,0.02,27790
628,58,38226,0.06,9900
415,20,45322,0.1,34485
636,28,137504,0.42,37433
446,29,78215,0.81,14891
622,27,167950,0.89,44104
742,42,157632,0.24,16014
312,66,189350,0.57,7547
793,66,187284,0.77,38964
586,42,114835,0.29,30932
413,28,93079,0.41,45739
779,53,43946,0.52,21263
321,56,182812,0.13,20320
648,43,130733,0.03,48984
619,31,27253,0.15,44374
425,56,99311,0.63,40459
576,57,52813,0.07,8045
503,18,178704,0.19,44255
493,21,68365,0.34,2237
846,47,87593,0.08,44077
585,29,184503,0.19,40240
356,52,188508,0.91,37326
602,30,169485,0.02,6293
462,69,58485,0.65,26274
318,48,131504,0.38,20237
669,55,36101,0.67,29384
563,60,28831,0.59,31993
412,40,71897,0.22,13811
787,21,25004,0.85,19229
626,69,65924,0.49,40130
841,33,172581,0.82,14311
364,24,57170,0.41,24040
591,39,63555,0.98,4182
324,46,165734,0.77,48066
848,28,138115,0.97,6760
300,50,124216,0.51,8260
848,46,85930,0.47,34218
440,56,198475,0.76,47475
487,29,56365,0.88,2915
427,24,82188,0.96,10115
500,56,118633,0.32,8076
426,59,177745,0.8,15814
556,65,83471,0.21,34083
846,43,168228,0.55,5793
493,57,77287,0.18,2262
403,26,152717,0.35,10319
834,58,79076,0.93,14194
564,51,136475,0.15,20309
683,62,70151,0.63,29760
559,30,87384,0.59,27998
713,53,119865,0.12,4468
657,42,53541,0.33,47642
374,41,92847,0.56,13651
654,61,70955,0.19,21405
487,34,160362,0.8,15482
589,19,181215,0.97,5409
344,30,175581,0.21,1547
382,48,107780,0.19,38659
422,46,187813,0.45,20907
657,67,177970,0.75,24426
827,45,119919,0.28,43489
365,44,132854,0.02,15436
674,32,81768,0.54,17490
461,48,63262,0.96,29962
679,57,156578,0.39,39236
657,32,40605,0.42,30288
487,50,98590,0.97,23236
621,37,48231,0.69,15923
749,59,99397,0.72,2250
773,29,97123,0.56,14264
312,54,33515,0.97,2611
483,26,107211,0.69,8928
410,40,189694,0.9,35558
807,25,36600,0.7,1867
589,49,178964,0.74,32689
594,65,89310,0.29,46213
750,31,172873,0.3,34095
514,44,188767,0.78,4816
326,42,179925,0.3,33626
530,30,155501,0.56,36916
620,38,155678,0.25,48838
532,62,155550,0.82,12573
736,48,134380,0.11,44334
832,54,191206,0.83,19939
702,65,131780,0.6,14157
352,60,176547,0.19,10322
612,22,86177,0.54,3482
580,30,172802,0.28,36867
330,45,172185,0.32,45280
636,60,171083,0.35,14675
482,42,75746,0.06,31420
322,68,143075,0.99,43516
843,52,193925,0.03,12735
745,64,105195,0.66,14850
373,56,56818,0.37,7732
309,24,188393,0.65,41753
783,55,41309,0.36,46468
755,49,169760,0.67,39822
459,20,48176,0.73,35422
313,62,88879,0.69,33731
477,56,87592,0.11,12428
711,54,104728,0.66,12311
352,67,160488,0.28,4733
707,39,191066,0.03,40579
321,25,28584,0.41,9342
329,34,144555,0.43,11464
559,69,113302,0.47,49514
504,44,142408,0.7,46311
358,50,38830,0.31,11300
770,63,97066,0.32,35563
765,34,23591,0.06,49960
311,59,113878,0.69,14708
589,29,145407,0.57,29090
653,65,136869,0.35,42308
374,63,41395,0.71,17328
740,44,36738,0.54,27654
540,65,153703,0.47,7214
453,25,168977,0.51,39913
395,40,39056,0.64,28552
593,59,141656,0.66,36377
508,66,135316,0.29,26734
642,46,186519,0.14,25721
387,67,74418,0.16,19610
689,37,57190,0.64,14622
624,33,46014,0.87,29875
456,34,145563,0.41,24226
436,33,21780,0.17,28677
727,36,62192,0.76,11298
751,25,124875,0.83,36848
440,55,119129,0.88,34755
382,55,63923,0.61,18744
476,46,109196,0.86,24434
497,58,22395,0.02,41314
720,53,122449,0.11,49001
700,43,141747,0.09,2726
770,48,166851,0.71,49917
517,61,91028,0.07,15268
474,29,180794,0.5,47745
322,34,158183,0.47,1907
534,32,161056,0.31,26759
312,26,113176,0.87,14764
400,56,46924,0.17,25409
835,59,52577,0.35,9390
822,65,158783,0.77,31172
751,29,105548,0.03,36223
730,49,145093,0.67,38976
832,42,155168,0.82,41542
592,56,86555,0.93,48324
400,35,109848,0.88,49196
801,32,28254,0.32,4365
603,49,145410,0.59,26836
839,23,157037,0.08,29554
654,61,123025,0.26,22663
602,60,150509,0.09,6951
795,69,52963,0.32,16175
526,52,23273,0.88,12027
535,51,35330,0.35,43273
754,55,172566,0.56,11094
312,22,96422,0.43,24081
509,35,142089,0.46,13167
696,33,23212,0.97,9769
399,25,107594,0.3,24060
330,42,152152,0.63,2020
827,49,52675,0.42,12845
628,43,42007,0.06,37612
465,69,133805,0.49,37341
758,39,102641,0.81,11485
399,48,115815,0.1,39210
472,60,66815,0.07,8914
461,27,103482,0.15,41719
562,29,20639,0.76,9802
573,45,83593,0.72,42288
302,23,98038,0.57,34314
327,37,113899,0.47,49298
625,22,23736,0.89,20565
448,40,36473,0.77,28617
839,26,148771,0.81,42766
787,46,145801,0.81,26609
737,33,185091,0.64,45233
364,63,127598,0.46,21371
655,39,106623,0.86,49384
832,25,56820,0.93,20124
551,37,77589,0.02,13717
534,68,38414,0.05,49193
526,31,147378,0.96,38669
824,56,44220,0.28,27272
612,54,80531,0.87,12842
348,67,130002,0.39,39476
417,51,193497,0.12,3082
353,28,29387,0.08,27261
343,57,96815,0.16,21970
352,50,47584,0.25,10795
824,48,64783,0.49,46309
401,61,190881,0.7,34028
697,51,144494,0.99,21180
437,67,135814,0.44,47335
686,24,150752,0.52,28351
410,66,161929,0.52,39750
316,40,193333,0.54,34268
481,63,93588,0.52,2015
835,24,168067,0.01,44293
840,42,33580,0,25489
470,20,38240,0.1,37731
708,55,103446,0.1,12866
677,37,124533,0.7,46015
487,51,197183,0.2,36474
529,66,185938,0.89,16272
418,61,100974,0.93,33161
455,61,93401,0.98,3099
764,47,163283,0.94,7386
403,34,184340,0.27,6338
801,27,23646,0.51,9300
474,52,62816,0.18,22400
720,37,109460,0.81,25641
433,35,64112,0.89,5297
690,62,71048,0.85,20332
800,61,152850,0.43,42173
332,44,65752,0.76,48862
354,66,90726,0.1,16201
818,53,178361,0.04,46382
311,40,64788,0.75,47129
827,49,24747,0.43,34808
672,27,20045,1,13810
783,28,27758,0.1,8988
527,55,145076,0.86,41327
606,23,174509,0.48,20579
756,58,170657,0.83,22483
459,64,160926,0.82,1503
630,51,76950,0.92,6344
524,53,168421,0.3,9947
803,54,172420,0.95,10533
755,34,185368,0.15,48576
344,57,39455,0.08,41916
513,57,190365,0.43,47923
358,29,108552,0.83,16193
494,38,66116,0.47,2381
788,57,140461,0.83,8012
456,36,60484,0.73,16213
525,20,181287,0.21,28563
711,35,101638,0.95,16212
504,68,154476,0.06,31124
378,36,188332,0.9,47576
423,64,120647,0.3,11711
770,23,85642,0.5,31266
517,33,66009,0.42,48941
815,25,148824,0.17,10515
403,65,49605,0.36,21193
692,35,130879,0.19,45707
733,69,188641,0.2,3131
630,65,140827,0.19,3424
442,60,25580,0.49,45344
839,56,134902,0.8,22823
577,66,25400,0.57,10200
532,66,190715,0.89,24031
828,29,116032,0.64,4216
389,62,147319,0.69,46594
791,27,126960,0.67,1016
498,24,59015,0.45,38438
661,63,91713,0.69,27378
740,18,166046,0.07,36391
325,66,165109,0.86,32734
324,53,167239,0.78,14350
693,38,108754,0.25,15450
806,54,63148,0.77,2473
600,69,172606,0.01,26525
638,41,142790,0.22,29572
566,42,106078,0.07,43028
760,24,76879,0.78,38079
755,59,139894,0.76,31110
659,34,85839,0.81,36504
367,46,49756,0,27888
711,47,163755,0.5,2946
790,24,162097,0.7,22943
348,50,169787,0.16,16740
401,24,112943,0.65,27445
515,41,168188,0.08,10176
737,28,56744,0.18,30866
458,26,144697,0.48,45651
788,29,136072,0.65,38269
541,52,153196,0.15,12618
304,21,189123,0.19,25736
660,53,27176,0.2,39682
758,45,111310,0.24,25601
547,30,169748,0.23,33850
721,40,65177,0.4,42132
314,36,130623,0.65,6804
421,59,20997,0.44,20525
576,54,194841,0.78,46061
752,56,140179,0.72,28419
689,41,140403,0.13,24746
593,33,162303,0.05,13812
745,50,115287,0.88,27686
509,29,139574,0.08,36852
601,51,141509,0.15,3045
522,24,105447,0.02,26336
302,28,129522,0.63,46952
817,48,101144,0.58,31460
392,46,112693,0.99,48143
819,30,114315,0.89,22668
727,48,47387,0.41,35320
792,19,24090,0.37,41584
534,56,140846,0.3,33575
460,32,176017,0.15,34592
630,28,60239,0.14,37516
632,51,23743,0.13,6578
349,56,50924,0.11,38965
822,21,161268,0.24,42798
791,28,150160,0.31,22079
571,46,111815,0.96,1937
551,19,125312,0.58,8595
389,33,88860,0.99,1424
745,56,192472,0.37,45270
631,30,100399,0.46,4051
438,54,68795,0.32,36673
656,34,71553,0.18,32342
573,38,123976,0.14,13238
318,61,175183,0.95,28786
610,36,133566,0.99,30668
453,24,139968,0.04,3694
689,55,81600,0.15,4595
559,25,70022,0.42,2267
424,30,154271,0.19,1421
653,54,70897,0.36,20650
572,19,58038,0.13,8017
544,58,143323,0.46,10849
749,28,140278,0.27,24513
546,41,131054,0.35,45899
819,23,27897,0.09,42644
440,43,84541,0.43,3226
661,24,126968,0.98,5388
307,56,34892,0.33,3422
777,36,159343,0.88,40994
651,23,44815,0.84,10269
794,60,65612,0.95,13177
726,46,184429,0.79,13032
338,60,36267,0.66,45276
486,56,38268,0.86,8316
392,19,134463,0.08,3843
385,36,165335,0.46,29015
343,21,115347,0.99,5111
436,23,114542,0.77,46231
720,66,192343,0.96,23043
373,54,86612,0.78,31101
847,45,158307,0.87,47546
811,47,108757,0.71,37992
455,24,167489,0.76,28870
554,26,118075,0.52,38747
470,42,54609,0.92,36169
469,50,122785,0.83,42709
621,18,184974,0.84,30415
755,68,43645,0.67,16685
454,23,82233,0.3,16963
648,35,131443,0.04,30698
750,27,174473,0.94,30150
472,45,27771,0.59,22426
309,28,192407,0.3,7035
564,50,122601,0.15,8071
737,18,153014,0.83,21578
546,30,171460,0.84,29044
845,54,145224,0.81,29842
798,37,103251,0.65,17531
428,18,77042,0.37,3170
626,69,73740,0.3,25687
703,20,67024,0.01,38886
658,35,174522,0.83,8297
316,58,76965,0.09,5163
573,31,30057,0.63,41794
415,48,28983,0.5,42787
390,44,150469,0.53,43712
381,34,39995,0.93,36707
623,63,134587,0.03,39495
413,46,58886,0.77,45688
357,53,109025,0.05,25448
453,54,115149,0.04,4616
703,43,114020,0.43,39173
565,34,22673,0.06,32748
614,39,185962,0.79,29299
340,42,97513,0.53,44237
404,19,43466,0.03,42119
492,39,112545,0.04,12557
